country,industry,year,VALU,LABR,GFCF,EMPN,pair_id,labshare,ln_labshare,capform,avg_wage,ln_avg_wage,self_emp_share,labshare_adj,ln_labshare_adj,HighCapital,HighSkill,HighCapital_indspec,HighSkill_indspec,AIPI,AIPI_bartik,broadband,gdppc_raw,renew,rd,trade,ln_gdppc,AIPI_x_HC,AIPI_x_HS,HighTrade,HighRD,AIPI_x_HT,AIPI_x_HR
AUS,A,2010,32797,7027,12053,355.062,AUS_A,0.214257401591609,-1.54057717558237,0.36750312528584933,19.79090975660589,2.985222729078625,0.171706953384702,0.2586734278008749,-1.352188909403186,1,0,1,1,0,0,24.8853051640712,53768.34973344104,8.2,2.3702,40.39050708606058,10.89244027811907,0,0,0,1,0,0
AUS,A,2011,34229,7278,12033,315.192,AUS_A,0.2126267200327208,-1.548217138785741,0.3515440123871571,23.09068758090307,3.1394294012211366,0.17576548990320698,0.2579687181597762,-1.354916948854313,1,0,1,1,0,0,24.697756094089,54296.23213248142,8.3,2.23459,41.721986014968905,10.902210113689053,0,0,0,1,0,0
AUS,A,2012,35363,7387,12068,317.115,AUS_A,0.20889064841783786,-1.5659443772529538,0.3412606396516133,23.294388471059396,3.1482124934135327,0.166683560456588,0.2506738598992389,-1.3836025477056026,1,0,1,1,0,0,25.0955644344698,55465.44628725772,8.3,2.20596,43.019849552755815,10.923515516426473,0,0,0,1,0,0
AUS,A,2013,35772,7793,11717,299.287,AUS_A,0.2178519512467852,-1.5239395696225109,0.32754668455775465,26.038551624360565,3.259578194609143,0.16829765784433998,0.2619349979009827,-1.3396589056174109,1,0,1,1,0,0,25.7399315811014,55966.15092705607,9.2,2.17733,41.10051188105599,10.932502339233968,0,0,0,1,0,0
AUS,A,2014,38758,8278,11498,323.266,AUS_A,0.2135817121626503,-1.543735792777517,0.29666133443418136,25.607394529582447,3.2428811585885446,0.165959944417401,0.25608088092778447,-1.3622619432773038,1,0,0,1,0,0,27.7000785019208,56571.80625244372,9.3,2.04851,42.2993095385282,10.94326601733858,0,0,0,0,0,0
AUS,A,2015,40163,8754,11573,311.009,AUS_A,0.21796180564200882,-1.523435435019994,0.2881507855488883,28.1470954216759,3.3374441670835764,0.16608637874649598,0.26137216144086695,-1.3418099813942066,1,0,0,1,0,0,28.5117731324726,56970.36130280944,9.4,1.91969,41.49475069399008,10.950286434437997,0,0,0,0,0,0
AUS,A,2016,48017,9084,13885,314.669,AUS_A,0.18918299768831873,-1.665040490629036,0.28916841951808736,28.868430001048722,3.362748610521314,0.169621152422373,0.2278273323558295,-1.4791672511637965,1,0,0,1,0,0,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,40.81340221732101,10.961850592226982,0,0,0,0,0,0
AUS,A,2017,45704,9113,13147,324.373,AUS_A,0.19939173814108174,-1.6124838559081716,0.28765534745317695,28.094200195454,3.3355631562982575,0.168818822360916,0.23988962154730328,-1.427576371650858,1,0,0,1,0,0,32.0326223266488,57991.77134733296,9.9,1.88102,42.0354135251854,10.96805640614174,0,0,0,0,0,0
AUS,A,2018,41533,9052,11188,333.662,AUS_A,0.2179471745359112,-1.5235025641995632,0.26937615871716464,27.12925055894888,3.3006125022181085,0.166234785114637,0.2614011362489828,-1.34169913101882,1,0,0,1,0,0,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,43.57322536452184,10.981432847810053,0,0,0,0,0,0
AUS,A,2019,40081,9403,11875,327.718,AUS_A,0.234599935131359,-1.4498736192702213,0.29627504303784835,28.692351350856526,3.3566305837927426,0.168063765003653,0.28199268797612725,-1.2658741375428593,1,0,0,1,0,0,34.5434163723691,59181.29979041315,10.3,1.82826,46.00168270521715,10.988360889052197,0,0,0,0,0,0
AUS,A,2020,48206,9756,12897,345.51,AUS_A,0.20238144629299257,-1.597601014283524,0.2675393104592789,28.23651992706434,3.340616172986885,0.167013386719001,0.24295882198616003,-1.4148633068481005,1,0,0,1,0,0,35.346849265518,58377.767051780225,11.2,1.843045,44.499564103879024,10.974690395163085,0,0,0,0,0,0
AUS,A,2021,62452,10463,15439,328.245,AUS_A,0.16753666816114776,-1.7865530372803635,0.2472138602446679,31.87558073999604,3.461840222606614,0.167907061390951,0.20134369658419043,-1.6027418979398427,1,0,0,1,0,0,35.8359861455454,59465.53567136402,12.3,1.85783,40.20223593905949,10.99315219129977,0,0,0,0,0,0
AUS,A,2022,66273,11430,18127,300.11,AUS_A,0.17246842605585985,-1.7575410966214382,0.27352013640547435,38.08603512045583,3.639847682671783,0.165241589891756,0.20660879119923534,-1.5769281714147014,1,0,0,1,0,0,36.3933201898066,61200.45889647808,12.3,1.85783,45.69464188057522,11.02190996678077,0,0,0,0,0,0
AUS,B,2010,130564,22492,68791,187.323,AUS_B,0.17226800649489904,-1.7587038375714326,0.5268757084648142,120.07068005530553,4.788080569850236,0.171706953384702,0.2079795396072052,-1.5703155713922485,1,1,1,1,0.18343943778254684,0.5073518562990376,24.8853051640712,53768.34973344104,8.2,2.3702,40.39050708606058,10.89244027811907,0.18343943778254684,0.18343943778254684,0,1,0,0.18343943778254684
AUS,B,2011,133153,27901,113656,219.723,AUS_B,0.2095409040727584,-1.562836312507313,0.8535744594564147,126.98260992249331,4.844050147338711,0.17576548990320698,0.25422486137853073,-1.369536122575885,1,1,1,1,0.17944103305180237,0.5853822427865926,24.697756094089,54296.23213248142,8.3,2.23459,41.721986014968905,10.902210113689053,0.17944103305180237,0.17944103305180237,0,1,0,0.17944103305180237
AUS,B,2012,117724,29736,136254,263.632,AUS_B,0.252590805613129,-1.3759844687261116,1.1574020590533791,112.79359106633488,4.725559520662013,0.166683560456588,0.30311511165137667,-1.1936426391787607,1,1,1,1,0.060670167063056155,0.6712451898960291,25.0955644344698,55465.44628725772,8.3,2.20596,43.019849552755815,10.923515516426473,0.060670167063056155,0.060670167063056155,0,1,0,0.060670167063056155
AUS,B,2013,133552,30434,126959,262.83,AUS_B,0.22788127470947647,-1.478930510610458,0.950633461123757,115.79347867442834,4.751808248133678,0.16829765784433998,0.2739937873913389,-1.294649846605358,1,1,1,1,0.14271721168299153,0.7546436336804863,25.7399315811014,55966.15092705607,9.2,2.17733,41.10051188105599,10.932502339233968,0.14271721168299153,0.14271721168299153,0,1,0,0.14271721168299153
AUS,B,2014,107359,29849,101626,242.739,AUS_B,0.27802978790786054,-1.2800270202840316,0.9465997261524418,122.96746711488471,4.811919825386508,0.165959944417401,0.3333530398772627,-1.098553170783818,1,1,1,1,0.264525716910886,0.8344592122602457,27.7000785019208,56571.80625244372,9.3,2.04851,42.2993095385282,10.94326601733858,0.264525716910886,0.264525716910886,0,0,0,0
AUS,B,2015,96187,28214,74733,221.481,AUS_B,0.293324461725597,-1.2264759047526401,0.7769553058105565,127.3879023482827,4.847236780609506,0.16608637874649598,0.3517444184263161,-1.0448504511268528,1,1,1,1,0.2782894823869021,0.9539734848463506,28.5117731324726,56970.36130280944,9.4,1.91969,41.49475069399008,10.950286434437997,0.2782894823869021,0.2782894823869021,0,0,0,0
AUS,B,2016,132404,25963,56535,217.806,AUS_B,0.19608924201685748,-1.6291854069641458,0.42698861061599347,119.20240948366894,4.780822968216122,0.169621152422373,0.23614431242906425,-1.4433121674989065,1,1,1,1,0.2225680481735137,1.1991560278973892,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,40.81340221732101,10.961850592226982,0.2225680481735137,0.2225680481735137,0,0,0,0
AUS,B,2017,149702,27072,54989,229.098,AUS_B,0.18083926734445765,-1.7101466679659654,0.3673230818559538,118.16777099756436,4.772105402796914,0.168818822360916,0.2175690116781997,-1.5252391837086516,1,1,1,1,0.4410443352426108,1.427302579388489,32.0326223266488,57991.77134733296,9.9,1.88102,42.0354135251854,10.96805640614174,0.4410443352426108,0.4410443352426108,0,0,0,0
AUS,B,2018,190557,29258,49193,254.628,AUS_B,0.15353936092612708,-1.8737983218541243,0.2581537282807769,114.90488084578287,4.744104663028068,0.166234785114637,0.18415179499571432,-1.6919948886733813,1,1,0,1,0.5703259065125458,1.6893123196930722,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,43.57322536452184,10.981432847810053,0.5703259065125458,0.5703259065125458,0,0,0,0
AUS,B,2019,202484,31251,54131,261.924,AUS_B,0.1543381205428577,-1.8686094954088537,0.2673347029888781,119.31323590049023,4.781752269307618,0.168063765003653,0.18551676685117025,-1.6846100136814914,1,1,0,1,0.6657413049313352,1.8137090565691552,34.5434163723691,59181.29979041315,10.3,1.82826,46.00168270521715,10.988360889052197,0.6657413049313352,0.6657413049313352,0,0,0,0
AUS,B,2020,222489,31822,55448,263.73,AUS_B,0.14302729573147435,-1.9447197876962747,0.24921681521333638,120.661282372123,4.792987300936605,0.167013386719001,0.17170419482266716,-1.761982080260851,1,1,0,1,0.666565774333922,1.8520027104781314,35.346849265518,58377.767051780225,11.2,1.843045,44.499564103879024,10.974690395163085,0.666565774333922,0.666565774333922,0,0,0,0
AUS,B,2021,313986,35253,64050,283.595,AUS_B,0.1122757065601651,-2.186797766907094,0.20398998681469874,124.30755126148203,4.822758746964941,0.167907061390951,0.1349316901401044,-2.002986627566573,1,1,0,1,0.624983141841093,1.8483334045132487,35.8359861455454,59465.53567136402,12.3,1.85783,40.20223593905949,10.99315219129977,0.624983141841093,0.624983141841093,0,0,0,0
AUS,B,2022,349236,39255,70194,301.015,AUS_B,0.11240250146033055,-2.1856690867850377,0.20099302477407827,130.40878361543446,4.870674006238104,0.165241589891756,0.13465273317312873,-2.0050561615783007,1,1,0,1,0.4382213964696751,1.6930978539472032,36.3933201898066,61200.45889647808,12.3,1.85783,45.69464188057522,11.02190996678077,0.4382213964696751,0.4382213964696751,0,0,0,0
AUS,C,2010,103164,60996,19345,1061.906,AUS_C,0.5912527625916018,-0.5255116667275415,0.18751696328176495,57.440112401662674,4.050742881591513,0.171706953384702,0.7138207485957685,-0.3371234005483574,0,0,0,0,2.215680959508849,3.3253795574257543,24.8853051640712,53768.34973344104,8.2,2.3702,40.39050708606058,10.89244027811907,0,0,0,1,0,2.215680959508849
AUS,C,2011,104030,63812,21023,1025.506,AUS_C,0.6133999807747765,-0.4887380586440527,0.2020859367490147,62.224891907019554,4.130755111121083,0.17576548990320698,0.7442056517419328,-0.29543786871262473,1,0,0,1,2.1942403436948563,3.5048799909237887,24.697756094089,54296.23213248142,8.3,2.23459,41.721986014968905,10.902210113689053,2.1942403436948563,0,0,1,0,2.1942403436948563
AUS,C,2012,99952,62814,16701,1035.548,AUS_C,0.6284416519929567,-0.46451209218594114,0.16709020329758284,60.65773870453132,4.1052472233679485,0.166683560456588,0.7541452708376788,-0.2821702626385901,0,0,0,1,1.263374655774981,3.6840773015836805,25.0955644344698,55465.44628725772,8.3,2.20596,43.019849552755815,10.923515516426473,0,0,0,1,0,1.263374655774981
AUS,C,2013,100186,62637,16067,992.776,AUS_C,0.6252071147665342,-0.46967230051470743,0.16037170862196315,63.0927822590393,4.144606377252468,0.16829765784433998,0.7517197957457736,-0.28539163650960736,0,0,0,1,1.9772664007470286,3.8439999591313248,25.7399315811014,55966.15092705607,9.2,2.17733,41.10051188105599,10.932502339233968,0,0,0,1,0,1.9772664007470286
AUS,C,2014,100487,62280,14762,1003.298,AUS_C,0.6197816632997303,-0.478388018932651,0.1469045747211082,62.075275740607474,4.128347773440063,0.165959944417401,0.7431077909882835,-0.2969141694324375,0,0,0,1,2.586553672581364,3.986769558632277,27.7000785019208,56571.80625244372,9.3,2.04851,42.2993095385282,10.94326601733858,0,0,0,0,0,0
AUS,C,2015,98806,61948,14393,970.345,AUS_C,0.6269659737262919,-0.46686300820091786,0.14566929133858267,63.84121111563413,4.156398924071161,0.16608637874649598,0.7518356311099259,-0.28523755457513067,0,0,0,1,2.640224851721214,4.185761230637839,28.5117731324726,56970.36130280944,9.4,1.91969,41.49475069399008,10.950286434437997,0,0,0,0,0,0
AUS,C,2016,99477,61752,15232,979.313,AUS_C,0.6207666093669894,-0.476800098017485,0.1531208218985293,63.056448755403025,4.144030337202937,0.169621152422373,0.7475703543965306,-0.29092685855224576,0,0,0,1,2.4080551501055374,4.553921757895586,30.3083074972206,57632.99959255945,9.6,1.9003549999999998,40.81340221732101,10.961850592226982,0,0,0,0,0,0
AUS,C,2017,103175,63508,16647,955.328,AUS_C,0.6155367094741944,-0.4852606934233804,0.1613472255875939,66.47769143163396,4.196866424186628,0.168818822360916,0.7405566031013675,-0.3003532091660666,0,0,0,1,3.15644452310137,4.86360757959133,32.0326223266488,57991.77134733296,9.9,1.88102,42.0354135251854,10.96805640614174,0,0,0,0,0,0
AUS,C,2018,106591,65844,16662,994.161,AUS_C,0.6177256991678471,-0.48171077253532646,0.15631713746939235,66.23072118097572,4.193144421475437,0.166234785114637,0.7408868685566118,-0.29990733935458325,0,0,0,1,3.471621973387194,5.193676378800475,33.5486251312018,58772.7063152213,9.8,1.8546399999999998,43.57322536452184,10.981432847810053,0,0,0,0,0,0
AUS,C,2019,109491,67204,17153,959.861,AUS_C,0.6137856079495119,-0.488109584530648,0.15666127809591657,70.0143041544557,4.248699566237403,0.168063765003653,0.737779630373002,-0.30411010280328593,0,0,0,1,3.673072858783973,5.34344153977525,34.5434163723691,59181.29979041315,10.3,1.82826,46.00168270521715,10.988360889052197,0,0,0,0,0,0
AUS,C,2020,113547,68089,18413,931.505,AUS_C,0.5996547685099562,-0.5114011751806742,0.16216192413714145,73.09568923408892,4.29176939421099,0.167013386719001,0.719885240589898,-0.3286634677452504,0,0,0,1,3.6747251611599197,5.38881456803775,35.346849265518,58377.767051780225,11.2,1.843045,44.499564103879024,10.974690395163085,0,0,0,0,0,0
