country_name,industry,year,VA_em,country,AIPI_alt,AIPI_alt_bartik,broadband,gdppc_raw,renew,rd,trade,ln_gdppc,wgi,co2_kt,ln_co2int_em,pair_id_em,ASEAN
Albania,C,2012,522636546.99000007,ALB,0,2.0585134098209066,5.50129828000236,3771.847818620151,39.9,0.18998,76.9683583166821,8.235320297928903,-0.34580338333333316,1618.460818693658,-5.777410697964977,ALB_C,0
Albania,C,2013,534328045.45000005,ALB,0,2.186721572941767,6.27863857588442,3895.899756219416,41.1,0.18998,75.75061856197482,8.267679934508259,-0.32864704999999966,1649.1460130159642,-5.780752381607755,ALB_C,0
Albania,C,2014,621833522.9500002,ALB,0,2.3801603017175794,7.16191378800303,4045.119348849334,38.6,0.18998,75.02120230841288,8.305266334335277,-0.07605621666666652,1799.4750851111585,-5.845177405934482,ALB_C,0
Albania,C,2015,508537320.80999994,ALB,0,2.4882383333893796,8.37878005900715,4199.539129253976,38.5,0.18998,71.27944766060136,8.342730067120554,-0.06395351666666667,1600.043131080079,-5.761508020911262,ALB_C,0
Albania,C,2016,573567471.8899999,ALB,0,2.537391793410016,9.19224381243169,4431.556358141677,39.4,0.18998,74.01445045468154,8.396506123719536,-0.03514431666666669,1346.603769256593,-6.054289882761359,ALB_C,0
Albania,C,2017,698748950.4399999,ALB,0,2.670432161562471,10.4757297699778,4648.230786606584,36.9,0.18998,76.78738178989887,8.44424195018346,-0.02249168333333334,1957.3213789362762,-5.877714627280744,ALB_C,0
Albania,C,2018,797218846.97,ALB,0,2.670432161562471,12.5058089696365,4893.823755387173,37.8,0.18998,75.6940783717425,8.495729230969026,-0.015559349999999842,2092.3667028450677,-5.9428334105084275,ALB_C,0
Albania,C,2019,813202762.1,ALB,0,2.734143110652236,15.1192543526712,5072.436483547388,40.1,0.18998,75.38212893268896,8.53157654989607,-0.10173253333333318,1720.7901375192537,-6.1581969107095675,ALB_C,0
Albania,C,2020,798766682,ALB,0,2.5277524880565583,17.720931463387,4980.616995246958,44.4,0.18998,59.52069943918749,8.513309056972297,-0.1444223999999998,1822.5786128200216,-6.082816572029946,ALB_C,0
Albania,C,2021,999043663.06,ALB,0,2.4865575373112585,19.6303737145283,5511.757434028622,41.9,0.18998,75.59040409050093,8.614638804836305,-0.11222479999999999,1940.3206246497641,-6.243945254602602,ALB_C,0
Albania,C,2022,1219463446.97,ALB,0,2.241928551263,20.6989441252111,5867.650962305566,41.9,0.19997,84.69804359448655,8.677209655950756,-0.06452656666666667,1946.4820709283013,-6.44014256632464,ALB_C,0
Albania,D_E,2012,194483170.58,ALB,0,0.18842947600817259,5.50129828000236,3771.847818620151,39.9,0.18998,76.9683583166821,8.235320297928903,-0.34580338333333316,95.720302419663,-7.6166704892610415,ALB_D_E,0
Albania,D_E,2013,305453337.15,ALB,0,0.21500306512388162,6.27863857588442,3895.899756219416,41.1,0.18998,75.75061856197482,8.267679934508259,-0.32864704999999966,47.65287781372,-8.765609280266267,ALB_D_E,0
Albania,D_E,2014,303953356.09,ALB,0,0.26046370525289664,7.16191378800303,4045.119348849334,38.6,0.18998,75.02120230841288,8.305266334335277,-0.07605621666666652,119.65100715027,-7.840050302912871,ALB_D_E,0
Albania,D_E,2015,385823737.60999995,ALB,0,0.28889617667683326,8.37878005900715,4199.539129253976,38.5,0.18998,71.27944766060136,8.342730067120554,-0.06395351666666667,79.277690698241,-8.490179144670225,ALB_D_E,0
Albania,D_E,2016,448806829.21999997,ALB,0,0.3025882757462982,9.19224381243169,4431.556358141677,39.4,0.18998,74.01445045468154,8.396506123719536,-0.03514431666666669,120.07586872635,-8.226224067307779,ALB_D_E,0
Albania,D_E,2017,299395465.99,ALB,0,0.3421388123484751,10.4757297699778,4648.230786606584,36.9,0.18998,76.78738178989887,8.44424195018346,-0.02249168333333334,227.37860170288,-7.182904130121687,ALB_D_E,0
Albania,D_E,2018,458999739.67,ALB,0,0.3421388123484751,12.5058089696365,4893.823755387173,37.8,0.18998,75.6940783717425,8.495729230969026,-0.015559349999999842,138.93529553604,-8.102796596863433,ALB_D_E,0
Albania,D_E,2019,403010147.43,ALB,0,0.36241054454222965,15.1192543526712,5072.436483547388,40.1,0.18998,75.38212893268896,8.53157654989607,-0.10173253333333318,193.88924950561,-7.639429903125964,ALB_D_E,0
Albania,D_E,2020,400211688.92,ALB,0,0.29986481275777627,17.720931463387,4980.616995246958,44.4,0.18998,59.52069943918749,8.513309056972297,-0.1444223999999998,134.14424072876,-8.00083326402972,ALB_D_E,0
Albania,D_E,2021,462132921.17,ALB,0,0.28843652888349725,19.6303737145283,5511.757434028622,41.9,0.18998,75.59040409050093,8.614638804836305,-0.11222479999999999,140.79931625017,-8.096272249309612,ALB_D_E,0
Albania,D_E,2022,511828983.68,ALB,0,0.22729681752362504,20.6989441252111,5867.650962305566,41.9,0.19997,84.69804359448655,8.677209655950756,-0.06452656666666667,143.052432434,-8.182534608541753,ALB_D_E,0
United Arab Emirates,C,2012,28778488767.86,ARE,0.6783145041327373,2.0559291373172575,12.7380681483205,43958.568112085646,0.1,0.54009,156.6376945014814,10.691002835468536,0.6161811500000002,87873.62375138652,-5.791483780686294,ARE_C,0
United Arab Emirates,C,2013,29431177671.910004,ARE,1.0787860898410706,2.1821704869779497,13.303809433458,44312.63371626142,0.1,0.60766,157.39808398964087,10.699025100844237,0.6460001833333335,92709.50574028025,-5.760338846102171,ARE_C,0
United Arab Emirates,C,2014,31352756977.529995,ARE,1.9203463665170188,2.3688704485391825,13.2545793464851,44257.65147610817,0.1,0.67523,159.51561505776388,10.697783550202358,0.6811018333333334,92269.43045618656,-5.828344595068427,ARE_C,0
United Arab Emirates,C,2015,31689584751.520004,ARE,1.7669146875429325,2.479805958983304,14.230538629127,44910.33499552302,0.1,0.86569,164.28618273790346,10.712423225317446,0.6699689833333333,101081.61460862518,-5.747815093180303,ARE_C,0
United Arab Emirates,C,2016,32078420694.359993,ARE,2.537391793410016,2.5180193613895865,14.3683229738697,45168.49824732428,0.1,0.9318,165.39501917458,10.718155181412865,0.67628515,102927.01175932083,-5.741918717201641,ARE_C,0
United Arab Emirates,C,2017,34261674608.560005,ARE,1.7669146875429325,2.6634092298625895,29.9082975943997,43293.02038248013,0.2,1.097845,165.47654246981486,10.675746708907212,0.6640241833333334,90008.58864980211,-5.941877554873364,ARE_C,0
United Arab Emirates,C,2018,36141320626.270004,ARE,2.3707609644015446,2.65633662755416,32.3591212887309,43377.78586972253,0.3,1.26389,154.74700501929283,10.677702742730695,0.6629364000000002,73361.5654424651,-6.1997919385304945,ARE_C,0
United Arab Emirates,C,2019,37064624581.579994,ARE,1.363962019132244,2.7301955101789606,32.480344369022,43468.4586811918,0.7,1.31065,163.82215294485297,10.679790866284788,0.6797116166666666,87583.99856690512,-6.047819961893566,ARE_C,0
United Arab Emirates,C,2020,35966994023.689995,ARE,2.170701322122868,2.5147538194415944,34.345290333178,39878.47442769504,0.9,1.48831,181.29188817063957,10.593591969274236,0.5901551333333334,92756.26347182588,-5.960381734313834,ARE_C,0
